Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
RTSD08-26,f80f2103e40a4d0e92d3378cba4258d1,2025-12-09T01:39:04Z,2025-02-06T04:34:27Z,Windows,Windows 10,Workstation,10.134.111.179,110.164.235.172,60-eb-69-c1-40-1e,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User,"Recommended policy
03 Apr 25 01:46 UTC","uninstall
09 Oct 25 06:49 UTC","platform_default
20 Apr 25 23:58 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:37 UTC"
RTSD12-03,d772065b90244b41a9c1432a4cc60904,2025-12-09T01:52:45Z,2025-02-06T03:07:35Z,Windows,Windows 10,Workstation,10.134.112.44,110.164.235.141,b0-83-fe-9a-e0-e5,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 00:22 UTC","uninstall
09 Oct 25 01:57 UTC","platform_default
20 Apr 25 23:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:10 UTC"
RTSD12-05,ecd4a19cf0f44af69de3ef4809dc0719,2025-12-08T08:35:21Z,2025-02-06T03:08:25Z,Windows,Windows 11,Workstation,10.134.112.148,110.164.235.169,e4-a8-df-a1-5e-97,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Kanokwan,"Recommended policy
03 Apr 25 00:43 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 01:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:11 UTC"
RTSD12-19,93111ba985344566a7fcc56058f197ad,2025-11-20T09:13:14Z,2025-02-06T03:23:41Z,Windows,Windows 10,Workstation,10.134.112.129,110.164.235.150,b0-83-fe-ae-62-37,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 00:53 UTC","uninstall
09 Oct 25 02:35 UTC","platform_default
21 Apr 25 01:03 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:27 UTC"
RTSD14,80740a59aa54411f81804248046b7b61,2025-12-09T01:42:03Z,2025-06-10T02:37:26Z,Windows,Windows 10,Workstation,10.134.112.141,110.164.235.162,b0-83-fe-9b-65-d3,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",dell,"Recommended policy
10 Jun 25 02:42 UTC","uninstall
09 Oct 25 02:39 UTC","platform_default
10 Jun 25 02:38 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Jun 25 02:39 UTC"
SARABUN,de44f892a233424696700152a4a7b00a,2025-12-09T02:01:19Z,2025-01-23T03:52:54Z,Windows,Windows 11,Workstation,192.168.118.100,110.164.235.139,40-86-cb-44-72-27,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",กองการสารบรรณ,"Recommended policy
02 Apr 25 10:18 UTC","uninstall
24 Sep 25 02:27 UTC","platform_default
21 Apr 25 00:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Jan 25 04:02 UTC"
SARAWUT,48c357cb7d784b0890073f770f683183,2025-11-19T09:34:55Z,2025-02-04T04:22:02Z,Windows,Windows 10,Workstation,10.100.124.206,1.179.227.147,e8-d8-d1-c9-b5-59,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",Mo,"Recommended policy
03 Apr 25 03:17 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
17 Apr 25 00:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 04:25 UTC"
SCM-20201019KDP,33d48cda7bd14b2984ab06f3a798d836,2025-12-09T01:57:53Z,2025-02-19T03:11:39Z,Windows,Windows 10,Workstation,10.104.242.118,110.164.235.171,3c-f8-62-a8-bd-03,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admins,"Recommended policy
03 Apr 25 01:35 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
17 Apr 25 01:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
19 Feb 25 03:16 UTC"
SCM-20210108AQV,ce9b66c08da44f9a972882da3ca59765,2025-12-09T01:41:18Z,2025-02-07T04:31:58Z,Windows,Windows 10,Workstation,10.133.222.82,110.164.235.157,10-78-d2-1e-76-3a,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
03 Apr 25 02:32 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
18 Apr 25 01:35 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 04:34 UTC"
SML-PC,5d4b8c082fa942ac9a61718ae2a72026,2025-12-08T11:40:40Z,2025-02-07T07:10:31Z,Windows,Windows 11,Workstation,192.168.0.7,101.108.15.250,d8-12-65-47-af-59,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ดด,"Recommended policy
10 Apr 25 18:38 UTC","uninstall
09 Oct 25 02:10 UTC","platform_default
17 Apr 25 03:10 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 07:15 UTC"
SOMSAK,42f2ad65891c4c0296967c8ce2c9f8af,2025-11-18T09:01:39Z,2025-11-18T06:59:41Z,Windows,Windows 10,Workstation,10.100.124.37,1.179.227.138,e8-d8-d1-c9-b5-70,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",Somsak,"Recommended policy
18 Nov 25 07:07 UTC","uninstall
18 Nov 25 07:12 UTC","platform_default
18 Nov 25 07:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
18 Nov 25 07:07 UTC"
SSC-001,5db4825fde8e4f65b58ea0f04e0cae47,2025-11-07T06:46:47Z,2025-10-27T07:32:22Z,Windows,Windows 11,Workstation,192.168.1.166,113.53.62.84,98-bd-80-e1-25-ad,7.28.20008.0,Client,"SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",sumetta.sa,"Recommended policy
06 Nov 25 08:04 UTC","platform_default
06 Nov 25 08:04 UTC","platform_default
27 Oct 25 07:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Oct 25 03:22 UTC"
SSC-002,6d3cd67a8c3d4b30bc87470616988f05,2025-11-11T07:55:55Z,2025-11-11T07:00:36Z,Windows,Windows 11,Workstation,192.168.1.39,124.122.198.157,98-bd-80-e2-e4-b0,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",kanokrada.c,"Recommended policy
11 Nov 25 07:04 UTC","uninstall
11 Nov 25 07:09 UTC","platform_default
11 Nov 25 07:03 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Nov 25 07:04 UTC"
SSC-003,9f34df70307643e0a3aaf9bf4d0870a1,2025-12-08T04:49:05Z,2025-12-08T04:47:53Z,Windows,Windows 11,Workstation,10.99.100.111,202.28.212.70,98-bd-80-e2-83-7b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
08 Dec 25 04:52 UTC","uninstall
Changes pending","platform_default
08 Dec 25 04:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
08 Dec 25 04:52 UTC"
SSC-004,85b66ef7b5274f41bd32fef6b9cc1018,2025-11-05T07:24:32Z,2025-11-05T02:26:25Z,Windows,Windows 11,Workstation,10.134.49.24,110.164.235.143,98-bd-80-e1-18-47,7.25.19706.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",sumetta.sa,"Recommended policy
05 Nov 25 05:05 UTC","uninstall
05 Nov 25 05:12 UTC","platform_default
05 Nov 25 05:05 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Nov 25 05:05 UTC"
SSD-002,e17298c6867f4402b6719bf4a8213690,2025-11-03T07:20:25Z,2025-11-03T02:15:32Z,Windows,Windows 11,Workstation,10.134.72.184,110.164.235.149,98-bd-80-e2-74-df,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",kampol.v,"Recommended policy
03 Nov 25 02:21 UTC","uninstall
03 Nov 25 02:25 UTC","platform_default
03 Nov 25 02:19 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
03 Nov 25 02:21 UTC"
SSD-006,1e76e178e80342e3bf21a5700a4b4b0f,2025-12-04T03:53:05Z,2025-07-01T04:38:40Z,Windows,Windows 11,Workstation,10.134.45.209,1.179.227.150,d0-f4-05-38-24-2c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",suchanee.k,"Recommended policy
01 Jul 25 04:46 UTC","uninstall
14 Oct 25 02:42 UTC","platform_default
01 Jul 25 04:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
01 Jul 25 04:41 UTC"
SUP2-MTTS,dede048bb3c944c69409990e34b04df3,2025-12-09T01:46:38Z,2025-02-05T02:47:09Z,Windows,Windows 10,Workstation,10.134.126.54,110.164.235.163,9c-53-22-3e-68-3a,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/mtts-O8,SensorGroupingTags/Outsite,SensorGroupingTags/Client",RTARF,"Recommended policy
03 Apr 25 00:25 UTC","uninstall
09 Oct 25 06:47 UTC","platform_default
21 Apr 25 01:22 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 02:51 UTC"
SUPORT-HP-03,b34038ee602e4a90b4f9b26dce278d19,2025-12-09T01:55:37Z,2025-02-11T03:02:27Z,Windows,Windows 11,Workstation,10.133.230.53,184.22.11.7,28-92-4a-c8-c7-9c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/O12,SensorGroupingTags/Outsite,SensorGroupingTags/Client",SUPPORT-HP-03,"Recommended policy
02 Apr 25 10:12 UTC","uninstall
09 Oct 25 01:55 UTC","platform_default
17 Apr 25 02:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Feb 25 03:07 UTC"
TALKROOM1,7f40b1bf7076469d9fb88979cc0a4ef6,2025-12-03T08:07:12Z,2025-10-09T08:49:17Z,Windows,Windows 10,Workstation,172.20.10.8,110.164.235.165,18-1d-ea-22-8f-71,7.28.20008.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",S044,"Recommended policy
09 Oct 25 08:52 UTC","uninstall
24 Oct 25 01:52 UTC","platform_default
09 Oct 25 08:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Oct 25 08:52 UTC"
TEACHER01,1e421e0d2e6a4ca084387d2ce7472e6c,2025-12-08T07:31:54Z,2025-02-07T03:47:40Z,Windows,Windows 11,Workstation,10.133.4.72,202.28.215.174,e4-a8-df-89-12-e5,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Teacher,"Recommended policy
03 Apr 25 00:35 UTC","uninstall
10 Oct 25 00:24 UTC","platform_default
17 Apr 25 01:02 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:50 UTC"
TEACHER02,6d852cb670744adba00e1d1765d72ac9,2025-12-08T08:27:28Z,2025-02-07T03:46:24Z,Windows,Windows 11,Workstation,10.133.4.28,202.28.215.174,7c-50-79-9f-a6-5f,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Teacher,"Recommended policy
10 Jun 25 01:58 UTC","uninstall
09 Oct 25 02:41 UTC","platform_default
17 Apr 25 02:28 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:47 UTC"
TEE5106,d5ea6368452e4af9bb6f70ad0ee9688e,2025-12-09T02:02:23Z,2025-02-13T05:02:42Z,Windows,Windows 10,Workstation,10.104.145.141,125.24.252.135,b0-83-fe-9b-7c-79,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afaps-O7,SensorGroupingTags/Outsite,SensorGroupingTags/Client",jatee1972@outlook.com,"Recommended policy
03 Apr 25 01:12 UTC","uninstall
09 Oct 25 03:15 UTC","platform_default
17 Apr 25 01:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 05:05 UTC"
THIDARAT,fc32d82c10e3425eae68969149264fec,2025-12-09T01:48:22Z,2025-01-06T06:32:01Z,Windows,Windows 11,Workstation,10.100.156.111,1.179.227.144,e4-54-e8-9a-bb-e7,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",Thidarat,"Recommended policy
02 Apr 25 10:12 UTC","uninstall
24 Sep 25 02:29 UTC","platform_default
21 Apr 25 02:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Jan 25 06:35 UTC"
TICKY-PC,517500736a064191bb41352b49fc469c,2025-12-05T14:09:14Z,2025-01-29T06:16:02Z,Windows,Windows 10,Workstation,200.1.1.4,110.164.235.148,bc-77-37-50-4b-23,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/ctoc-O2,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Ticky,"Recommended policy
02 Apr 25 10:11 UTC","uninstall
09 Oct 25 02:05 UTC","platform_default
21 Apr 25 02:18 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
29 Jan 25 06:18 UTC"
TIT-20211029UHZ,86c23ef718994cf98fc1cf393bf0c96f,2025-12-03T08:34:53Z,2025-02-07T04:18:00Z,Windows,Windows 10,Workstation,10.133.222.86,110.164.235.161,c4-65-16-23-14-c2,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
04 Apr 25 02:41 UTC","uninstall
09 Oct 25 02:05 UTC","platform_default
21 Apr 25 02:49 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 04:21 UTC"
TIT-20230320DXU,97d80d41a0ef4b0988f747cfb7bec4ef,2025-12-08T14:03:43Z,2025-02-07T02:36:07Z,Windows,Windows 10,Workstation,10.133.234.56,110.164.235.163,e8-d8-d1-c9-b4-e2,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
03 Apr 25 02:31 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
21 Apr 25 01:32 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 02:36 UTC"
TIT-20231116HFO,8dad83807e2a46fe9cb835c81a438988,2025-11-20T03:54:42Z,2025-02-07T04:09:27Z,Windows,Windows 10,Workstation,10.114.133.47,202.176.127.76,e4-fa-c4-87-94-e3,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
03 Apr 25 00:57 UTC","uninstall
09 Oct 25 02:23 UTC","platform_default
21 Apr 25 02:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 04:14 UTC"
TOKYO,5b3c836a38564d5db6cb254637956a36,2025-11-03T08:17:14Z,2025-02-11T10:42:00Z,Windows,Windows Server 2022,Domain Controller,10.141.98.2,1.179.227.143,00-0c-29-8e-fc-c4,7.23.19508.0,"IDP-prevent,Overwatch-incident,uninstall-group,window-server-rtarf","SensorGroupingTags/overwatch,FalconGroupingTags/server,FalconGroupingTags/AD",Thakit.admin,"Detection Only
02 Apr 25 10:29 UTC","uninstall
02 Nov 25 09:45 UTC","platform_default
17 Apr 25 00:18 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Feb 25 10:45 UTC"
TOON,5fe718ab85864b43bc921295de7a1f93,2025-12-09T01:44:28Z,2025-01-24T03:15:01Z,Windows,Windows 10,Workstation,10.104.125.11,1.179.227.152,04-0e-3c-31-a0-4c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/oia-J-B4-fl34,SensorGroupingTags/Insite,SensorGroupingTags/Client",RTARF,"Recommended policy
03 Apr 25 00:05 UTC","uninstall
07 Oct 25 00:04 UTC","platform_default
21 Apr 25 00:27 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jan 25 03:16 UTC"
TRK01-MTTS,1a8cf2a2c5bc4364a002f869a7243005,2025-12-09T01:59:42Z,2025-02-05T03:12:38Z,Windows,Windows 11,Workstation,10.134.123.171,1.179.227.140,d0-8e-79-00-50-69,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/mtts-O8,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ADMIN,"Recommended policy
02 Apr 25 10:11 UTC","uninstall
09 Oct 25 02:37 UTC","platform_default
17 Apr 25 02:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 03:14 UTC"
TRK05-MTTS,acd8a1d6f7f4400b964817136a279290,2025-12-08T13:02:54Z,2025-02-05T03:03:32Z,Windows,Windows 10,Workstation,10.134.123.157,1.179.227.146,d0-8e-79-00-4b-f4,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/mtts-O8,SensorGroupingTags/Outsite,SensorGroupingTags/Client",admin,"Recommended policy
02 Apr 25 10:17 UTC","uninstall
09 Oct 25 02:44 UTC","platform_default
21 Apr 25 01:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 03:07 UTC"
USER01,bd01186a71034aa5af122659af51798d,2025-12-09T01:59:23Z,2025-02-07T03:47:54Z,Windows,Windows 11,Workstation,10.133.4.18,202.28.215.174,e4-a8-df-89-12-a3,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",UMFD-1,"Recommended policy
03 Apr 25 02:14 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
17 Apr 25 00:24 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:52 UTC"
USER02,ba69ed9f20f54d31abd375ea667d68c0,2025-12-08T09:20:41Z,2025-02-07T03:51:25Z,Windows,Windows 11,Workstation,10.134.49.151,110.164.235.156,7c-50-79-9f-c5-86,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Teacher,"Recommended policy
29 Jul 25 02:01 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
18 Apr 25 01:19 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:52 UTC"
VP_GOLF,e274a12faa4741c28534dd58dd6abef2,2025-11-19T08:17:03Z,2025-02-06T03:52:59Z,Windows,Windows 10,Workstation,10.134.112.2,110.164.235.137,9c-5a-44-99-a1-13,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
03 Apr 25 06:37 UTC","uninstall
10 Oct 25 02:12 UTC","platform_default
17 Apr 25 01:28 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:55 UTC"
W10-FW2-230566,a0d1efb3efa5456d806e1769faec0bfd,2025-12-08T08:45:16Z,2025-05-15T03:42:51Z,Windows,Windows 10,Workstation,10.5.20.10,101.109.253.14,dc-4a-3e-8b-30-b8,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",UMFD-3,"Recommended policy
15 May 25 03:50 UTC","uninstall
09 Oct 25 04:05 UTC","platform_default
15 May 25 03:49 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 May 25 03:50 UTC"
WARACHAYA,d17157ff7130423d916d7e5616d2eea1,2025-12-09T01:39:22Z,2025-02-07T06:09:40Z,Windows,Windows 11,Workstation,192.168.1.46,113.53.62.84,e8-d8-d1-c9-b0-db,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/sscthailand-O13,SensorGroupingTags/Outsite,SensorGroupingTags/Client",SSC,"Recommended policy
02 Apr 25 10:10 UTC","uninstall
09 Oct 25 02:03 UTC","platform_default
17 Apr 25 01:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 06:12 UTC"
WEERACHAI,d0da6ae76ea04b078a1ee1d9eaf8eea3,2025-12-08T08:50:35Z,2025-01-31T03:44:54Z,Windows,Windows 10,Workstation,192.168.1.97,171.6.113.233,74-56-3c-2e-aa-2d,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",user,"Recommended policy
03 Apr 25 02:05 UTC","uninstall
09 Oct 25 02:14 UTC","platform_default
17 Apr 25 02:23 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Jan 25 03:52 UTC"
WIBOONNISSARA,bdd9f63611e148a8b3ad507fbf44b0dc,2025-11-28T07:05:46Z,2025-05-21T07:11:51Z,Windows,Windows 11,Workstation,10.148.229.197,156.59.50.228,74-4c-a1-46-38-f7,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",blaze_daimond@hotmail.com,"DisableProtection
Changes pending","uninstall
24 Sep 25 02:47 UTC","platform_default
21 May 25 07:14 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 May 25 07:14 UTC"
WIN-V98JG1NIPU6,8ffa6909d0b14ce5b7607df1e63e8b4d,2025-12-08T08:20:37Z,2025-08-19T01:51:36Z,Windows,Windows 10,Workstation,10.104.184.66,110.164.235.167,8c-89-a5-eb-a5-92,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
19 Aug 25 01:55 UTC","uninstall
16 Oct 25 02:00 UTC","platform_default
19 Aug 25 01:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
19 Aug 25 01:55 UTC"
WINTEN-BRAMA,f71db971176f4d569418f4e1f330971e,2025-12-08T14:57:21Z,2025-01-30T04:41:36Z,Windows,Windows 10,Workstation,192.168.2.33,27.145.147.96,30-52-cb-44-fb-9d,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",WintenB,"Recommended policy
02 Apr 25 10:11 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
17 Apr 25 01:19 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 04:44 UTC"
WITNESS,28a3d479c7cb442d8f62fdf837654445,2025-11-14T00:55:04Z,2025-03-31T06:08:54Z,Windows,Windows Server 2019,Server,10.104.4.184,1.179.227.72,00-50-56-86-0c-23,7.26.19813.0,"uninstall-group,window-server-rtarf","SensorGroupingTags/Server-J-B7-fl4,SensorGroupingTags/Insite,SensorGroupingTags/Server",khonthailomsak,"Detection Only
02 Apr 25 10:23 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 00:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Mar 25 06:12 UTC"
WUTTISAK,66e9fc56b254422a883e6efc4bc3fe68,2025-12-09T01:46:56Z,2025-02-13T07:32:53Z,Windows,Windows 11,Workstation,192.168.1.22,118.173.2.89,14-85-7f-d0-17-86,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afaps-O7,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ACER-S,"Recommended policy
02 Apr 25 12:25 UTC","uninstall
10 Oct 25 02:12 UTC","platform_default
17 Apr 25 02:23 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 07:36 UTC"
YANAKRIT,8cb412448eaa42eb9ed543f772d5f69a,2025-12-09T01:33:57Z,2025-01-06T07:45:56Z,Windows,Windows 11,Workstation,10.100.156.108,1.179.227.141,4c-d7-17-93-dd-55,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",yanakit.k,"Recommended policy
03 Apr 25 00:28 UTC","uninstall
29 Sep 25 01:17 UTC","platform_default
18 Apr 25 00:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Jan 25 07:47 UTC"
ZEED-2023WZPLMK,cdde39af9a4d418b8ffe5d7c89a03f6f,2025-12-09T01:50:01Z,2025-02-04T07:23:13Z,Windows,Windows 10,Workstation,10.142.30.199,110.164.235.168,54-8c-a0-3d-48-34,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",User,"Recommended policy
03 Apr 25 01:52 UTC","uninstall
16 Oct 25 02:52 UTC","platform_default
17 Apr 25 00:51 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 07:24 UTC"
deed302023DZWQG,52bc49668916410abae6ac98304606fd,2025-12-01T08:15:35Z,2025-04-24T06:49:20Z,Windows,Windows 10,Workstation,192.168.1.22,171.7.89.85,54-b8-0a-3e-fb-9e,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/oce-J-B11-fl123,SensorGroupingTags/Insite,SensorGroupingTags/Client",Administrator,"Recommended policy
24 Apr 25 06:59 UTC","uninstall
09 Oct 25 01:57 UTC","platform_default
24 Apr 25 06:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Apr 25 06:53 UTC"
drive-cifs,87a0b7753618450aab038d90dac74893,2025-12-09T01:40:24Z,2025-05-26T03:22:55Z,Linux,Ubuntu 22.04,Server,10.104.7.106,1.179.227.139,00-50-56-86-8e-8c,7.30.18308.0,"DisableProtection,ubuntu-server-rtarf,uninstall-group,window-server-rtarf",FalconGroupingTags/DisableProtection,,"platform_default
07 Oct 25 14:44 UTC","platform_default
04 Dec 25 00:02 UTC","platform_default
26 May 25 03:23 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 May 25 03:25 UTC"
